computeLUFactors Time:0.0396052
computeLUFactors Time:0.0395795
computeLUFactors Time:0.0396372
computeLUFactors Time:0.0396386
computeLUFactors Time:0.0395286
computeLUFactors Time:0.0395946
computeLUFactors Time:0.0394856
computeLUFactors Time:0.039582
computeLUFactors Time:0.0395114
computeLUFactors Time:0.0394742
computeLUFactors Time:0.0395426
computeLUFactors Time:0.0395281
computeLUFactors Time:0.0395449
computeLUFactors Time:0.039548
computeLUFactors Time:0.0394946
computeLUFactors Time:0.0395659
computeLUFactors Time:0.0394967
computeLUFactors Time:0.0396303
computeLUFactors Time:0.0395988
computeLUFactors Time:0.0396551
computeLUFactors Time:0.0395325
computeLUFactors Time:0.0395847
computeLUFactors Time:0.0396924
computeLUFactors Time:0.0395147
computeLUFactors Time:0.0396433
computeLUFactors Time:0.0396267
computeLUFactors Time:0.0395957
computeLUFactors Time:0.0395492
computeLUFactors Time:0.0395759
computeLUFactors Time:0.0396328
computeLUFactors Time:0.0395628
computeLUFactors Time:0.0396049
computeLUFactors Time:0.0396393
computeLUFactors Time:0.0395159
computeLUFactors Time:0.039519
computeLUFactors Time:0.0395056
computeLUFactors Time:0.0395716
computeLUFactors Time:0.0395856
computeLUFactors Time:0.0395837
computeLUFactors Time:0.0395304
computeLUFactors Time:0.0395169
computeLUFactors Time:0.0395375
computeLUFactors Time:0.0396051
computeLUFactors Time:0.0395362
computeLUFactors Time:0.0395904
computeLUFactors Time:0.0395969
computeLUFactors Time:0.0395784
computeLUFactors Time:0.0395456
computeLUFactors Time:0.0395339
computeLUFactors Time:0.0395407
computeLUFactors Time:0.0394993
