FGMRES Solver Time:3.90399
FGMRES Solver Time:3.91088
FGMRES Solver Time:3.90032
FGMRES Solver Time:3.90913
FGMRES Solver Time:3.9176
FGMRES Solver Time:5.03697
FGMRES Solver Time:5.01611
FGMRES Solver Time:5.01635
FGMRES Solver Time:5.02883
FGMRES Solver Time:5.01915
FGMRES Solver Time:4.99394
FGMRES Solver Time:4.99651
FGMRES Solver Time:5.00228
FGMRES Solver Time:5.00948
FGMRES Solver Time:4.99864
FGMRES Solver Time:4.99738
FGMRES Solver Time:4.99678
FGMRES Solver Time:5.01214
FGMRES Solver Time:5.01498
FGMRES Solver Time:5.03108
FGMRES Solver Time:5.01566
FGMRES Solver Time:5.02209
FGMRES Solver Time:5.01481
FGMRES Solver Time:5.01462
FGMRES Solver Time:5.01089
FGMRES Solver Time:5.02277
FGMRES Solver Time:5.06036
FGMRES Solver Time:5.02603
FGMRES Solver Time:5.0242
FGMRES Solver Time:5.0103
FGMRES Solver Time:5.02037
FGMRES Solver Time:5.02948
FGMRES Solver Time:5.01694
FGMRES Solver Time:5.01981
FGMRES Solver Time:5.02676
FGMRES Solver Time:5.05262
FGMRES Solver Time:5.01181
FGMRES Solver Time:5.01919
FGMRES Solver Time:5.02405
FGMRES Solver Time:5.03075
FGMRES Solver Time:5.03347
FGMRES Solver Time:5.02229
FGMRES Solver Time:5.01084
FGMRES Solver Time:5.02179
FGMRES Solver Time:5.01687
FGMRES Solver Time:5.02033
FGMRES Solver Time:5.02645
FGMRES Solver Time:5.11058
FGMRES Solver Time:5.02692
FGMRES Solver Time:5.01125
FGMRES Solver Time:5.01742
