preconditon Time:4.57316
preconditon Time:4.57004
preconditon Time:4.58481
preconditon Time:4.60939
preconditon Time:4.593
preconditon Time:4.61166
preconditon Time:4.58602
preconditon Time:4.58291
preconditon Time:4.57797
preconditon Time:4.57174
preconditon Time:4.59393
preconditon Time:4.58457
preconditon Time:4.58665
preconditon Time:4.57665
preconditon Time:4.58166
preconditon Time:4.57962
preconditon Time:4.58988
preconditon Time:4.5906
preconditon Time:4.5882
preconditon Time:4.5902
preconditon Time:4.57656
preconditon Time:4.58209
preconditon Time:4.58222
preconditon Time:4.58756
preconditon Time:4.58399
preconditon Time:4.58472
preconditon Time:4.65123
preconditon Time:4.57975
preconditon Time:4.57932
preconditon Time:4.62157
preconditon Time:4.60404
preconditon Time:4.58458
preconditon Time:4.58642
preconditon Time:4.58903
preconditon Time:4.5815
preconditon Time:4.58038
preconditon Time:4.57983
preconditon Time:4.57867
preconditon Time:4.57701
preconditon Time:4.57633
preconditon Time:4.69353
preconditon Time:4.58988
preconditon Time:4.59053
preconditon Time:4.58556
preconditon Time:4.57696
preconditon Time:4.57283
preconditon Time:4.58282
preconditon Time:4.5987
preconditon Time:4.59231
preconditon Time:4.63577
preconditon Time:4.58854
