Smoother Time:2.01389
Smoother Time:2.01643
Smoother Time:2.01501
Smoother Time:2.02286
Smoother Time:2.01769
Smoother Time:2.70498
Smoother Time:2.68866
Smoother Time:2.69282
Smoother Time:2.688
Smoother Time:2.69467
Smoother Time:2.68816
Smoother Time:2.68815
Smoother Time:2.69439
Smoother Time:2.6934
Smoother Time:2.68646
Smoother Time:2.68984
Smoother Time:2.69124
Smoother Time:2.68499
Smoother Time:2.69026
Smoother Time:2.70298
Smoother Time:2.6843
Smoother Time:2.69091
Smoother Time:2.6865
Smoother Time:2.6867
Smoother Time:2.68744
Smoother Time:2.68668
Smoother Time:2.71381
Smoother Time:2.69316
Smoother Time:2.68743
Smoother Time:2.68504
Smoother Time:2.68576
Smoother Time:2.69402
Smoother Time:2.69116
Smoother Time:2.68446
Smoother Time:2.68618
Smoother Time:2.71343
Smoother Time:2.68615
Smoother Time:2.6863
Smoother Time:2.69684
Smoother Time:2.69371
Smoother Time:2.68886
Smoother Time:2.69353
Smoother Time:2.68466
Smoother Time:2.69271
Smoother Time:2.68892
Smoother Time:2.69313
Smoother Time:2.6987
Smoother Time:2.74437
Smoother Time:2.69008
Smoother Time:2.68582
Smoother Time:2.68957
